Gene stable ID,Genome name,Transcript stable ID,Transcript biotype,Gene description,CDS_max
Wban_08638,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08638,protein_coding,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 4  [Source:UniProtKB/TrEMBL;Acc:J9F2S7],120
Wban_08639,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08639,protein_coding,DWNN domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9FGP7],4104
Wban_08640,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08640,protein_coding,,1566
Wban_08641,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08641,protein_coding,ABC transporter  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EB82],2121
Wban_08642,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08642,protein_coding,Transmembrane protein 50B  [Source:UniProtKB/TrEMBL;Acc:J9FN50],477
Wban_08643,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08643,protein_coding,,573
Wban_08644,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08644,protein_coding,,891
Wban_08645,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08645,protein_coding,,609
Wban_08646,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08646,protein_coding,Mothers against decapentaplegic homolog  [Source:UniProtKB/TrEMBL;Acc:J9FG54],1281
Wban_08647,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08647,protein_coding,WW domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ERJ4],2724
Wban_08648,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08648,protein_coding,,333
Wban_08649,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08649,protein_coding,,2217
Wban_08650,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08650,protein_coding,,459
Wban_08651,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08651,protein_coding,Integral membrane protein 2  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DY39],771
Wban_08652,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08652,protein_coding,,732
Wban_08653,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08653,protein_coding,,933
Wban_08654,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08654,protein_coding,,828
Wban_08655,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08655,protein_coding,,429
Wban_08656,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08656,protein_coding,,645
Wban_08657,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08657,protein_coding,NADAR domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9BBS8],975
Wban_08658,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08658,protein_coding,,537
Wban_08659,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08659,protein_coding,Ribosome assembly factor mrt4  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EIN7],660
Wban_08660,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08660,protein_coding,Aurora kinase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EIY8],864
Wban_08661,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08661,protein_coding,,1713
Wban_08662,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08662,protein_coding,Transcription initiation factor IID  [Source:UniProtKB/TrEMBL;Acc:J9EXT9],846
Wban_08663,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08663,protein_coding,Transaldolase  [Source:UniProtKB/TrEMBL;Acc:J9BJ38],969
Wban_08664,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08664,protein_coding,,630
Wban_08665,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08665,protein_coding,,1578
Wban_08666,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08666,protein_coding,Globin family profile domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DIG7],738
Wban_08667,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08667,protein_coding,CP-type G domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FGD8],1827
Wban_08668,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08668,protein_coding,60S ribosomal protein L27  [Source:UniProtKB/TrEMBL;Acc:J9FF82],411
Wban_08669,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08669,protein_coding,Guanine nucleotide-binding protein G(Q) subunit alpha  [Source:UniProtKB/TrEMBL;Acc:J9F1B9],1068
Wban_08670,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08670,protein_coding,LEM domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ERF2],1062
Wban_08671,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08671,protein_coding,Zinc finger protein  [Source:UniProtKB/TrEMBL;Acc:J9FEF7],1740
Wban_08672,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08672,protein_coding,Ion_trans_2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ERV0],1332
Wban_08673,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08673,protein_coding,Protein disulfide-isomerase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DMR0],1491
Wban_08674,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08674,protein_coding,,5550
Wban_08675,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08675,protein_coding,Ubiquitin family protein  [Source:UniProtKB/TrEMBL;Acc:J9BKC0],1569
Wban_08676,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08676,protein_coding,,108
Wban_08677,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08677,protein_coding,,219
Wban_08678,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08678,protein_coding,C2H2-type domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ET43],3336
Wban_08679,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08679,protein_coding,,1839
Wban_08680,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08680,protein_coding,,1737
Wban_08681,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08681,protein_coding,,1485
Wban_08682,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08682,protein_coding,Large ribosomal subunit protein mL52  [Source:UniProtKB/TrEMBL;Acc:J9E917],429
Wban_08683,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08683,protein_coding,,1716
Wban_08684,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08684,protein_coding,GRASP55_65 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9EZR3],1683
Wban_08685,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08685,protein_coding,WD40 repeat-containing protein SMU1  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DN61],1530
Wban_08686,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08686,protein_coding,,372
Wban_08687,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08687,protein_coding,,1971
Wban_08688,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08688,protein_coding,,6900
Wban_08689,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08689,protein_coding,Protein-L-isoaspartate O-methyltransferase  [Source:UniProtKB/TrEMBL;Acc:J9EWC8],2850
Wban_08690,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08690,protein_coding,,3699
Wban_08691,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08691,protein_coding,,132
Wban_08692,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08692,protein_coding,MAU2 chromatid cohesion factor homolog  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EP04],1779
Wban_08693,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08693,protein_coding,,294
Wban_08694,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08694,protein_coding,MARVEL domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FQT2],633
Wban_08695,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08695,protein_coding,C-type lectin domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FSD5],801
Wban_08696,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08696,protein_coding,Eyes absent homolog  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EBM8],1554
Wban_08697,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08697,protein_coding,,870
Wban_08698,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08698,protein_coding,,1056
Wban_08699,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08699,protein_coding,ENTH domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FCC7],2613
Wban_08700,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08700,protein_coding,Hemimethylated DNA-binding domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FH70],663
Wban_08701,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08701,protein_coding,TPR_REGION domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9ES38],792
Wban_08702,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08702,protein_coding,Goosecoid  [Source:UniProtKB/TrEMBL;Acc:J9F4Y1],711
Wban_08703,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08703,protein_coding,,318
Wban_08704,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08704,protein_coding,,2736
Wban_08705,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08705,protein_coding,Serine/threonine-protein kinase PRP4 homolog  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EY16],3258
Wban_08706,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08706,protein_coding,NADH ubiquinone oxidoreductase subunit  [Source:UniProtKB/TrEMBL;Acc:J9EFZ3],408
Wban_08707,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08707,protein_coding,Sema domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FCA4],2274
Wban_08708,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08708,protein_coding,,4926
Wban_08709,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08709,protein_coding,,3570
Wban_08710,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08710,protein_coding,RING-type domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9EWN1],966
Wban_08711,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08711,protein_coding,,1476
Wban_08712,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08712,protein_coding,histone acetyltransferase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7E6D7],1482
Wban_08713,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08713,protein_coding,Tyrosine-protein kinase  [Source:UniProtKB/TrEMBL;Acc:A0A183XUU2],1320
Wban_08714,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08714,protein_coding,Major facilitator superfamily (MFS) profile domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9B4Z9],1476
Wban_08715,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08715,protein_coding,,141
Wban_08716,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08716,protein_coding,,1482
Wban_08717,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08717,protein_coding,FLYWCH-type domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EEH7],1509
Wban_08718,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08718,protein_coding,Homeobox domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7E3M5],867
Wban_08719,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08719,protein_coding,Ribosome production factor 2 homolog  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EEB2],1080
Wban_08720,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08720,protein_coding,Dynactin subunit 6  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EG93],510
Wban_08721,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08721,protein_coding,FERM domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EED1],1929
Wban_08722,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08722,protein_coding,,777
Wban_08723,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08723,protein_coding,,729
Wban_08724,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08724,protein_coding,,1014
Wban_08725,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08725,protein_coding,,195
Wban_08726,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08726,protein_coding,Pepsin inhibitor-3-like repeated domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FK50],480
Wban_08727,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08727,protein_coding,ZP domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DNT7],1281
Wban_08728,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08728,protein_coding,,1146
Wban_08729,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08729,protein_coding,Activin types I and II receptor domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EUN7],363
Wban_08730,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08730,protein_coding,Alpha-carbonic anhydrase domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EUK7],342
Wban_08731,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08731,protein_coding,DnaJ subfamily A member 2  [Source:UniProtKB/TrEMBL;Acc:J9F489],1314
Wban_08732,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08732,protein_coding,,813
Wban_08733,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08733,protein_coding,,2556
Wban_08734,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08734,protein_coding,Tubulin alpha chain  [Source:UniProtKB/TrEMBL;Acc:J9EAA4],1362
Wban_08735,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08735,protein_coding,,558
Wban_08736,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08736,protein_coding,Ubiquitin-like protein 5  [Source:UniProtKB/TrEMBL;Acc:J9FDJ8],222
Wban_08737,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08737,protein_coding,V-type proton ATPase subunit G  [Source:UniProtKB/TrEMBL;Acc:J9EYH6],378
Wban_08738,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08738,protein_coding,Trafficking protein particle complex subunit 11 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DVI8],3909
Wban_08739,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08739,protein_coding,Chloride intracellular channel exc-4  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EVE2],876
Wban_08740,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08740,protein_coding,,1224
Wban_08741,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08741,protein_coding,Chloride channel CLIC-like protein 1  [Source:UniProtKB/TrEMBL;Acc:J9EG54],606
Wban_08742,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08742,protein_coding,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EVD5]",2619
Wban_08743,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08743,protein_coding,60S ribosomal protein L7  [Source:UniProtKB/TrEMBL;Acc:A0A183XQB1],750
Wban_08744,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08744,protein_coding,Rab family protein  [Source:UniProtKB/TrEMBL;Acc:J9AV63],648
Wban_08745,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08745,protein_coding,,582
Wban_08746,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08746,protein_coding,I/LWEQ domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EQD5],7632
Wban_08747,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08747,protein_coding,Protein Wnt  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FSK0],1014
Wban_08748,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08748,protein_coding,,897
Wban_08749,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08749,protein_coding,,1689
Wban_08750,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08750,protein_coding,,393
Wban_08751,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08751,protein_coding,COP9 signalosome complex subunit 2  [Source:UniProtKB/TrEMBL;Acc:J9EW55],1317
Wban_08752,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08752,protein_coding,C2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DGC5],627
Wban_08753,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08753,protein_coding,UBIQUITIN_CONJUGAT_2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EQH7],1053
Wban_08754,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08754,protein_coding,CAAX prenyl protease  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DF11],1353
Wban_08755,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08755,protein_coding,La domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DET3],1338
Wban_08756,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08756,protein_coding,,6000
Wban_08757,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08757,protein_coding,,102
Wban_08758,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08758,protein_coding,NF-kappa-B inhibitor-interacting Ras-like protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EKJ7],948
Wban_08759,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08759,protein_coding,Serine carboxypeptidase S28 family protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ESX8],1548
Wban_08760,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08760,protein_coding,Vesicle transport protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ED76],507
Wban_08761,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08761,protein_coding,C3H1-type domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DTJ3],1164
Wban_08762,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08762,protein_coding,,14268
Wban_08763,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08763,protein_coding,,6045
Wban_08764,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08764,protein_coding,ATP-dependent Clp protease  [Source:UniProtKB/TrEMBL;Acc:J9ENK3],1719
Wban_08765,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08765,protein_coding,Oligosaccharyltransferase complex subunit  [Source:UniProtKB/TrEMBL;Acc:J9BFK9],462
Wban_08766,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08766,protein_coding,ribose-5-phosphate isomerase  [Source:UniProtKB/TrEMBL;Acc:J9ETZ4],807
Wban_08767,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08767,protein_coding,,1614
Wban_08768,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08768,protein_coding,DNA replication complex GINS protein PSF3  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EW10],570
Wban_08769,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08769,protein_coding,Activin types I and II receptor domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9EYY9],384
Wban_08770,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08770,protein_coding,Exportin-2  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EUL3],2946
Wban_08771,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08771,protein_coding,"Phosphatidylinositol-3,5-bisphosphate 3-phosphatase  [Source:UniProtKB/TrEMBL;Acc:J9F008]",1818
Wban_08772,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08772,protein_coding,Bax inhibitor 1  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DVK3],738
Wban_08773,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08773,protein_coding,Sm protein  [Source:UniProtKB/TrEMBL;Acc:J9EBU9],351
Wban_08774,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08774,protein_coding,,7539
Wban_08775,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08775,protein_coding,60S ribosomal export protein NMD3  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EGT7],1503
Wban_08776,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08776,protein_coding,,912
Wban_08777,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08777,protein_coding,Phospholipid-transporting ATPase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EFN5],3177
Wban_08778,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08778,protein_coding,,5163
Wban_08779,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08779,protein_coding,,363
Wban_08780,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08780,protein_coding,E3 ubiquitin-protein ligase  [Source:UniProtKB/TrEMBL;Acc:J9AZX5],696
Wban_08781,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08781,protein_coding,Nematode cuticle collagen domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9EEA0],888
Wban_08782,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08782,protein_coding,,4845
Wban_08783,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08783,protein_coding,DIX domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9EZB4],1740
Wban_08784,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08784,protein_coding,Failed axon connections protein  [Source:UniProtKB/TrEMBL;Acc:J9FDB4],822
Wban_08785,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08785,protein_coding,,1527
Wban_08786,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08786,protein_coding,,2337
Wban_08787,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08787,protein_coding,40S ribosomal protein S12  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EWH8],447
Wban_08788,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08788,protein_coding,Polysacc_synt_4 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9B588],510
Wban_08789,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08789,protein_coding,,1593
Wban_08790,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08790,protein_coding,,561
Wban_08791,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08791,protein_coding,,198
Wban_08792,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08792,protein_coding,Aromatic-L-amino-acid decarboxylase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EXH8],1512
Wban_08793,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08793,protein_coding,CHCH domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9AUG5],243
Wban_08794,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08794,protein_coding,,198
Wban_08795,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08795,protein_coding,,249
Wban_08796,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08796,protein_coding,Large ribosomal subunit protein mL64  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EIN6],720
Wban_08797,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08797,protein_coding,Arginyl-tRNA--protein transferase 1  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EID0],1377
Wban_08798,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08798,protein_coding,Ergic53 family protein  [Source:UniProtKB/TrEMBL;Acc:J9BCS5],1518
Wban_08799,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08799,protein_coding,Farnesyl pyrophosphate synthase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DRF0],1005
Wban_08800,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08800,protein_coding,Wiskott-Aldrich syndrome protein family member  [Source:UniProtKB/TrEMBL;Acc:J9EDW3],1338
Wban_08801,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08801,protein_coding,DNA-(apurinic or apyrimidinic site) endonuclease  [Source:UniProtKB/TrEMBL;Acc:J9EMQ4],945
Wban_08802,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08802,protein_coding,,10002
Wban_08803,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08803,protein_coding,,969
Wban_08804,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08804,protein_coding,,2220
Wban_08805,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08805,protein_coding,,4062
Wban_08806,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08806,protein_coding,,5229
Wban_08807,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08807,protein_coding,Molybdopterin synthase catalytic subunit  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EIJ0],1080
Wban_08808,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08808,protein_coding,,942
Wban_08809,Wuchereria bancrofti (PRJNA275548),mrna-Wban_08809,protein_coding,Non-structural maintenance of chromosomes element 1 homolog  [Source:UniProtKB/TrEMBL;Acc:J9F0D7],957
