Gene stable ID,principal_transcript_id,principal_cds_length,principal_isoform_type,gene_description,genome_name,transcript_biotype,species,Human gene stable ID,Human gene name,Homology type,% identity,Human % identity,lacks_WBP_human_orthologue,lacks_WBP_human_orthologue_evidence,best_WBP_human_orthologue_lt_40pct_identity,best_WBP_human_orthologue_lt_40pct_identity_evidence
TTRE9862,TTRE9862_t1,222,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000162236,STX5,ortholog_one2one,38.8451,41.6901,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: STX5",True,Best human orthologue in WormBase ParaSite has < 40% identity: STX5 38.8451%
TTRE9863,TTRE9863_t1,259,protein_coding,Exosome complex exonuclease MTR3  [Source:UniProtKB/TrEMBL;Acc:A0A077YZU3],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000223496,EXOSC6,ortholog_one2one,25.8824,24.2647,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: EXOSC6",True,Best human orthologue in WormBase ParaSite has < 40% identity: EXOSC6 25.8824%
TTRE9864,TTRE9864_t1,985,protein_coding,G_PROTEIN_RECEP_F1_2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z3M5],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9865,TTRE9865_t1,696,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9866,TTRE9866_t1,461,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9867,TTRE9867_t1,523,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000130702,LAMA5,ortholog_many2many,37.2951,12.3139,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: LAMA5",True,Best human orthologue in WormBase ParaSite has < 40% identity: LAMA5 37.2951%
TTRE9868,TTRE9868_t1,244,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9869,TTRE9869_t1,196,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE987,TTRE987_t1,139,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9870,TTRE9870_t1,166,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9871,TTRE9871_t1,209,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9872,TTRE9872_t1,194,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9873,TTRE9873_t1,326,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9874,TTRE9874_t1,199,protein_coding,Queuine tRNA-ribosyltransferase accessory subunit 2  [Source:UniProtKB/TrEMBL;Acc:A0A077Z8G9],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000151576,QTRT2,ortholog_one2one,26.9755,23.8554,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: QTRT2",True,Best human orthologue in WormBase ParaSite has < 40% identity: QTRT2 26.9755%
TTRE9875,TTRE9875_t1,413,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9876,TTRE9876_t1,791,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9877,TTRE9877_t1,173,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000156261,CCT8,ortholog_one2many,53.1915,27.3723,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CCT8",False,Best human orthologue found in WormBase Parasite has >= 40% identity: CCT8 53.1915%
TTRE9878,TTRE9878_t1,547,protein_coding,"Potassium channels protein 7, TWiK family  [Source:UniProtKB/TrEMBL;Acc:A0A077Z7Q1]",Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9879,TTRE9879_t1,1243,protein_coding,Tachykinin  [Source:UniProtKB/TrEMBL;Acc:A0A077Z6J7],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE988,TTRE988_t1,284,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000127564,PKMYT1,ortholog_one2many,27.0872,29.2585,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PKMYT1",True,Best human orthologue in WormBase ParaSite has < 40% identity: PKMYT1 27.0872%
TTRE9880,TTRE9880_t1,155,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9881,TTRE9881_t1,271,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9882,TTRE9882_t1,902,protein_coding,DNA helicase  [Source:UniProtKB/TrEMBL;Acc:A0A077Z370],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000136492,BRIP1,ortholog_one2one,36.9592,23.9392,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: BRIP1",True,Best human orthologue in WormBase ParaSite has < 40% identity: BRIP1 36.9592%
TTRE9883,TTRE9883_t1,455,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9884,TTRE9884_t1,375,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000149313,AASDHPPT,ortholog_one2one,31.7073,29.4498,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: AASDHPPT",True,Best human orthologue in WormBase ParaSite has < 40% identity: AASDHPPT 31.7073%
TTRE9885,TTRE9885_t1,170,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000154743,TSEN2,ortholog_one2one,23.7288,12.043,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TSEN2",True,Best human orthologue in WormBase ParaSite has < 40% identity: TSEN2 23.7288%
TTRE9886,TTRE9886_t1,210,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000101452,DHX35,ortholog_one2one,52.4752,52.7738,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: DHX35",False,Best human orthologue found in WormBase Parasite has >= 40% identity: DHX35 52.4752%
TTRE9887,TTRE9887_t1,596,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000197548,ATG7,ortholog_one2one,36.7883,35.8464,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ATG7",True,Best human orthologue in WormBase ParaSite has < 40% identity: ATG7 36.7883%
TTRE9888,TTRE9888_t1,220,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000253729,PRKDC,ortholog_one2one,35.2442,4.02132,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PRKDC",True,Best human orthologue in WormBase ParaSite has < 40% identity: PRKDC 35.2442%
TTRE9889,TTRE9889_t1,122,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE989,TTRE989_t1,237,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000196547,MAN2A2,ortholog_one2many,36.3943,37.5652,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: MAN2A2",True,Best human orthologue in WormBase ParaSite has < 40% identity: MAN2A2 36.3943%
TTRE9890,TTRE9890_t1,269,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9891,TTRE9891_t1,270,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9892,TTRE9892_t1,166,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9893,TTRE9893_t1,1834,protein_coding,RAP domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z9G8],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9894,TTRE9894_t1,412,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000147596,PRDM14,ortholog_one2one,47.7663,24.3433,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PRDM14",False,Best human orthologue found in WormBase Parasite has >= 40% identity: PRDM14 47.7663%
TTRE9895,TTRE9895_t1,284,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9896,TTRE9896_t1,1097,protein_coding,WD_REPEATS_REGION domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077ZAG1],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9897,TTRE9897_t1,276,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000118965,WDR35,ortholog_one2one,31.1709,16.8376,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: WDR35",True,Best human orthologue in WormBase ParaSite has < 40% identity: WDR35 31.1709%
TTRE9898,TTRE9898_t1,206,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9899,TTRE9899_t1,184,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000258366,RTEL1,ortholog_one2one,28.0763,12.4615,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: RTEL1",True,Best human orthologue in WormBase ParaSite has < 40% identity: RTEL1 28.0763%
TTRE99,TTRE99_t2,562,protein_coding,Protein YIPF  [Source:UniProtKB/TrEMBL;Acc:A0A077ZF14],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000145817,YIPF5,ortholog_one2many,48.5477,45.5253,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: YIPF5",False,Best human orthologue found in WormBase Parasite has >= 40% identity: YIPF5 48.5477%
TTRE990,TTRE990_t1,418,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000106628,POLD2,ortholog_one2many,39.6061,38.5928,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: POLD2",True,Best human orthologue in WormBase ParaSite has < 40% identity: POLD2 39.6061%
TTRE9900,TTRE9900_t1,365,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9901,TTRE9901_t1,297,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9902,TTRE9902_t1,269,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9903,TTRE9903_t1,173,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9904,TTRE9904_t1,304,protein_coding,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:A0A077ZA78]",Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9905,TTRE9905_t1,857,protein_coding,Alkylated DNA repair protein alkB-like protein 1  [Source:UniProtKB/TrEMBL;Acc:A0A077ZDH6],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000100601,ALKBH1,ortholog_one2one,33.6842,24.6787,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ALKBH1",True,Best human orthologue in WormBase ParaSite has < 40% identity: ALKBH1 33.6842%
TTRE9906,TTRE9906_t1,390,protein_coding,DNA repair protein complementing XP C cells  [Source:UniProtKB/TrEMBL;Acc:A0A077Z900],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000154767,XPC,ortholog_one2one,26.0274,20.2128,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: XPC",True,Best human orthologue in WormBase ParaSite has < 40% identity: XPC 26.0274%
TTRE9907,TTRE9907_t1,199,protein_coding,USP8 dimer and JAB domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z8B5],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000124356,STAMBP,ortholog_one2many,41.0811,35.8491,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: STAMBP",False,Best human orthologue found in WormBase Parasite has >= 40% identity: STAMBP 41.0811%
TTRE9908,TTRE9908_t1,434,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000062650,WAPL,ortholog_one2one,20.0,12.605,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: WAPL",True,Best human orthologue in WormBase ParaSite has < 40% identity: WAPL 20.0%
TTRE9909,TTRE9909_t1,395,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE991,TTRE991_t1,252,protein_coding,ER lumen protein-retaining receptor  [Source:UniProtKB/TrEMBL;Acc:A0A077Z6A3],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000105438,KDELR1,ortholog_one2many,75.9434,75.9434,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: KDELR1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: KDELR1 75.9434%
TTRE9910,TTRE9910_t1,740,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9911,TTRE9911_t1,979,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9912,TTRE9912_t1,1013,protein_coding,DUF4812 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YZ51],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9913,TTRE9913_t1,380,protein_coding,Transcription initiation factor IIA subunit 2  [Source:UniProtKB/TrEMBL;Acc:A0A077YZ55],Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000140307,GTF2A2,ortholog_one2one,49.2063,56.8807,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GTF2A2",False,Best human orthologue found in WormBase Parasite has >= 40% identity: GTF2A2 49.2063%
TTRE9914,TTRE9914_t1,282,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000159082,SYNJ1,ortholog_many2many,39.9402,30.5873,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SYNJ1",True,Best human orthologue in WormBase ParaSite has < 40% identity: SYNJ1 39.9402%
TTRE9915,TTRE9915_t1,124,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9916,TTRE9916_t1,247,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9917,TTRE9917_t1,356,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9918,TTRE9918_t2,286,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE9919,TTRE9919_t1,213,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE992,TTRE992_t1,267,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,ENSG00000091164,TXNL1,ortholog_one2one,43.3566,42.9066,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TXNL1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: TXNL1 43.3566%
TTRE9920,TTRE9920_t1,251,protein_coding,,Trichuris trichiura (PRJEB535),protein_coding,trtricprjeb535,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
